,id,b_1,b_2,m,v_1,v_2,t
0,0,123.74151559618284,114.6862362397074,10.0,0.0,0.0,0.0
1,1,124.30086003348353,140.2868843260456,10.0,0.0,0.0,0.0
2,2,113.99775151999975,116.83112502782453,10.0,0.0,0.0,0.0
3,3,90.84418038449482,112.65464633888858,10.0,0.0,0.0,0.0
4,4,104.63250763254052,110.80251780224279,10.0,0.0,0.0,0.0
5,5,102.22130286399306,117.19697151098424,10.0,0.0,0.0,0.0
6,6,107.64355722056987,97.92487601677244,10.0,0.0,0.0,0.0
7,7,90.02195886608096,141.41548689020362,10.0,0.0,0.0,0.0
8,8,105.04857366585688,78.92649392743122,10.0,0.0,0.0,0.0
9,9,79.40914723891032,101.31029027683962,10.0,0.0,0.0,0.0
10,10,85.95384874763889,85.04301391413539,10.0,0.0,0.0,0.0
11,11,121.75191796039795,81.2026872013281,10.0,0.0,0.0,0.0
12,12,125.92715406021087,59.81211645980906,10.0,0.0,0.0,0.0
13,13,148.26699505253234,94.69117611913654,10.0,0.0,0.0,0.0
14,14,68.30873203630803,87.64594082792811,10.0,0.0,0.0,0.0
15,15,132.13418834796403,83.21664856543198,10.0,0.0,0.0,0.0
16,16,111.89974043582193,93.76555759495172,10.0,0.0,0.0,0.0
17,17,97.29966670448891,145.2724345701961,10.0,0.0,0.0,0.0
18,18,90.85089072676341,94.37138153704345,10.0,0.0,0.0,0.0
19,19,121.98665724177609,124.1583900890131,10.0,0.0,0.0,0.0
20,20,97.11365964008397,115.33026451446563,10.0,0.0,0.0,0.0
21,21,70.13315740612643,102.64653331071047,10.0,0.0,0.0,0.0
22,22,105.11742464430208,66.50349555082923,10.0,0.0,0.0,0.0
23,23,97.0398767988033,100.30388529084937,10.0,0.0,0.0,0.0
24,24,143.86111697922368,85.97325159676029,10.0,0.0,0.0,0.0
25,25,77.26350453858512,67.84612079559055,10.0,0.0,0.0,0.0
26,26,93.52182239767421,108.67713615401391,10.0,0.0,0.0,0.0
27,27,109.366572774412,131.43903884300641,10.0,0.0,0.0,0.0
28,28,78.39136990892925,102.48480592539454,10.0,0.0,0.0,0.0
29,29,117.46479460602465,96.42223719578266,10.0,0.0,0.0,0.0
30,30,128.868082805143,121.08438306032602,10.0,0.0,0.0,0.0
31,31,87.80953415349185,87.7535482706745,10.0,0.0,0.0,0.0
32,32,51.70901383166365,90.6650871159636,10.0,0.0,0.0,0.0
33,33,144.88786195291513,107.65785138074637,10.0,0.0,0.0,0.0
34,34,57.37215027515516,85.29673871349681,10.0,0.0,0.0,0.0
35,35,105.2095777170833,98.37826446784752,10.0,0.0,0.0,0.0
36,36,105.7127206458932,99.67716508422673,10.0,0.0,0.0,0.0
37,37,72.42132040488143,81.80999160540316,10.0,0.0,0.0,0.0
38,38,114.02349099205169,137.53476138414936,10.0,0.0,0.0,0.0
39,39,125.75477453493161,123.33811282519932,10.0,0.0,0.0,0.0
40,40,142.62916636248585,107.86112752063721,10.0,0.0,0.0,0.0
41,41,97.6996157789251,116.17794095227866,10.0,0.0,0.0,0.0
42,42,109.93217759187809,66.918014996875,10.0,0.0,0.0,0.0
43,43,108.96914686600846,108.38685119270795,10.0,0.0,0.0,0.0
44,44,80.08501270645841,140.11661076413887,10.0,0.0,0.0,0.0
45,45,104.60566916836196,71.23161990322754,10.0,0.0,0.0,0.0
46,46,67.20677138480544,97.86327375257719,10.0,0.0,0.0,0.0
47,47,101.56484203409546,137.21095036515817,10.0,0.0,0.0,0.0
48,48,71.03788343505835,91.32744990952405,10.0,0.0,0.0,0.0
49,49,95.534952327287,66.12915922687053,10.0,0.0,0.0,0.0
50,50,89.93331172734777,79.43036686247002,10.0,0.0,0.0,0.0
51,51,118.2960070182099,64.33160093173964,10.0,0.0,0.0,0.0
52,52,89.62190505142301,125.55941898602526,10.0,0.0,0.0,0.0
53,53,80.10511009785175,136.77612914436088,10.0,0.0,0.0,0.0
54,54,93.79329074327774,105.86590315349733,10.0,0.0,0.0,0.0
55,55,109.24992352940461,73.32674394304404,10.0,0.0,0.0,0.0
56,56,112.90050354251159,91.86367835043727,10.0,0.0,0.0,0.0
57,57,72.51379878167617,89.18097072591337,10.0,0.0,0.0,0.0
58,58,117.52250112925591,138.72031800969935,10.0,0.0,0.0,0.0
59,59,96.28706805561174,134.74150197513993,10.0,0.0,0.0,0.0
60,60,104.35287399477642,103.97011190221295,10.0,0.0,0.0,0.0
61,61,84.73246622020619,136.13833429693295,10.0,0.0,0.0,0.0
62,62,81.100212410133,118.92325536745074,10.0,0.0,0.0,0.0
63,63,74.95337892720472,58.2443707918267,10.0,0.0,0.0,0.0
64,64,95.43211200108257,108.31762709469456,10.0,0.0,0.0,0.0
65,65,102.56935156329999,123.75081602440419,10.0,0.0,0.0,0.0
66,66,104.49543671837708,115.93844663515127,10.0,0.0,0.0,0.0
67,67,95.49833849108978,103.04417186222082,10.0,0.0,0.0,0.0
68,68,105.38857286159421,85.4834775508627,10.0,0.0,0.0,0.0
69,69,149.15440483082827,108.63955828820922,10.0,0.0,0.0,0.0
70,70,98.28145363097022,100.23022774243276,10.0,0.0,0.0,0.0
71,71,59.12700615211582,109.92777091478396,10.0,0.0,0.0,0.0
72,72,69.82743762081863,101.0936742525495,10.0,0.0,0.0,0.0
73,73,95.01294528345991,115.64615849617125,10.0,0.0,0.0,0.0
74,74,100.12889713499308,101.73926786367528,10.0,0.0,0.0,0.0
75,75,99.92686795904083,99.99758182621585,10.0,0.0,0.0,0.0
76,76,78.42977390696146,84.29093470068443,10.0,0.0,0.0,0.0
77,77,126.04731819254224,93.33446099201026,10.0,0.0,0.0,0.0
78,78,104.32862891212106,105.10077033456326,10.0,0.0,0.0,0.0
79,79,104.61218074924426,101.4705605075572,10.0,0.0,0.0,0.0
80,80,100.67500627545586,76.15229005203827,10.0,0.0,0.0,0.0
81,81,107.17558278489093,103.5158816321945,10.0,0.0,0.0,0.0
82,82,77.84062319506623,85.74640786966208,10.0,0.0,0.0,0.0
83,83,99.47543830001338,95.55767030015971,10.0,0.0,0.0,0.0
84,84,127.58576102822109,119.59263317103503,10.0,0.0,0.0,0.0
85,85,103.95246056520816,113.67225175233648,10.0,0.0,0.0,0.0
86,86,83.46567390073456,112.50262150069707,10.0,0.0,0.0,0.0
87,87,103.42637600822886,98.35104742653436,10.0,0.0,0.0,0.0
88,88,106.0415317853508,69.62264285945247,10.0,0.0,0.0,0.0
89,89,117.32539105251112,65.9206843073027,10.0,0.0,0.0,0.0
90,90,112.39891244446184,130.85795322263425,10.0,0.0,0.0,0.0
91,91,61.25346450381803,110.64703064010557,10.0,0.0,0.0,0.0
92,92,102.2715010747733,110.73614062768428,10.0,0.0,0.0,0.0
93,93,120.06561751966166,73.40069452684256,10.0,0.0,0.0,0.0
94,94,102.86902897041071,100.55185398759964,10.0,0.0,0.0,0.0
95,95,86.00482453272241,104.05482014176502,10.0,0.0,0.0,0.0
96,96,111.55196630270056,90.91014076228515,10.0,0.0,0.0,0.0
97,97,126.05942608525804,128.2717802416467,10.0,0.0,0.0,0.0
98,98,84.07270599334696,74.14869956786373,10.0,0.0,0.0,0.0
99,99,87.56064711297876,101.80339987773569,10.0,0.0,0.0,0.0
100,100,126.65433130261445,118.8775106242618,10.0,0.0,0.0,0.0
101,101,137.41978600310307,84.04153613037315,10.0,0.0,0.0,0.0
102,102,109.54286504674184,82.7937313713054,10.0,0.0,0.0,0.0
103,103,74.07224511098363,108.72836018357995,10.0,0.0,0.0,0.0
104,104,105.43070132709988,97.13036801367858,10.0,0.0,0.0,0.0
105,105,98.63401656776816,129.33144133861265,10.0,0.0,0.0,0.0
106,106,103.77618569991874,117.383664467322,10.0,0.0,0.0,0.0
107,107,112.31776095046334,95.38915655823705,10.0,0.0,0.0,0.0
108,108,96.42430774484848,76.45423045618583,10.0,0.0,0.0,0.0
109,109,64.28396114208189,127.27703867944206,10.0,0.0,0.0,0.0
110,110,85.89980362077708,106.3060699568114,10.0,0.0,0.0,0.0
111,111,93.19285987265422,112.31413567525746,10.0,0.0,0.0,0.0
112,112,119.27787201174034,119.9109065530877,10.0,0.0,0.0,0.0
113,113,86.7807440851173,108.99419148885961,10.0,0.0,0.0,0.0
114,114,99.66314306017233,98.8325735349924,10.0,0.0,0.0,0.0
115,115,86.20098574693745,138.6273624083248,10.0,0.0,0.0,0.0
116,116,91.64305695072106,77.96211582092003,10.0,0.0,0.0,0.0
117,117,99.51692597562047,89.77109774446892,10.0,0.0,0.0,0.0
118,118,88.71737996876848,114.02723606172458,10.0,0.0,0.0,0.0
119,119,93.75455227299453,104.13160880247491,10.0,0.0,0.0,0.0
120,120,58.31592351577082,91.585420686579,10.0,0.0,0.0,0.0
121,121,88.1720341043584,91.68829704938543,10.0,0.0,0.0,0.0
122,122,91.23256970387601,105.83254489351336,10.0,0.0,0.0,0.0
123,123,100.78620268509349,84.79571912191543,10.0,0.0,0.0,0.0
124,124,55.46520074184887,114.8719381726882,10.0,0.0,0.0,0.0
125,125,99.07682790688281,97.50163181396846,10.0,0.0,0.0,0.0
126,126,129.47950799809178,112.4872649357809,10.0,0.0,0.0,0.0
127,127,100.99424585287083,113.48203625829053,10.0,0.0,0.0,0.0
128,128,114.13358837856856,96.85676004737327,10.0,0.0,0.0,0.0
129,129,106.62709131644525,91.56234141622517,10.0,0.0,0.0,0.0
130,130,105.53947548236908,102.8436231780517,10.0,0.0,0.0,0.0
131,131,87.85524026463659,72.46558843045798,10.0,0.0,0.0,0.0
132,132,107.07641933628189,89.69827772520827,10.0,0.0,0.0,0.0
133,133,79.70016365941933,57.62162634188631,10.0,0.0,0.0,0.0
134,134,68.00606146160234,107.56366307084703,10.0,0.0,0.0,0.0
135,135,62.85225460330392,101.44708941217924,10.0,0.0,0.0,0.0
136,136,83.07026628827673,109.94641984259088,10.0,0.0,0.0,0.0
137,137,96.93598101206729,105.9602545889644,10.0,0.0,0.0,0.0
138,138,115.94962109502549,86.02878931151133,10.0,0.0,0.0,0.0
139,139,58.96652910944238,95.49727156001032,10.0,0.0,0.0,0.0
140,140,99.1678397667556,114.74147400617696,10.0,0.0,0.0,0.0
141,141,116.86478145238945,100.44743439288251,10.0,0.0,0.0,0.0
142,142,134.45442869728691,122.60883188900766,10.0,0.0,0.0,0.0
143,143,54.75481360651293,115.93667652009223,10.0,0.0,0.0,0.0
144,144,90.12319316662459,139.25349317109482,10.0,0.0,0.0,0.0
145,145,121.59008606087907,117.36619299630406,10.0,0.0,0.0,0.0
146,146,73.11258124577331,133.61999775875873,10.0,0.0,0.0,0.0
147,147,125.27258365900636,112.37079225892293,10.0,0.0,0.0,0.0
148,148,119.57927547856137,105.30039392206021,10.0,0.0,0.0,0.0
149,149,112.16768641901383,88.29542791219342,10.0,0.0,0.0,0.0
150,150,116.01591754401764,99.40757807848837,10.0,0.0,0.0,0.0
151,151,105.35439433609392,105.31343986189756,10.0,0.0,0.0,0.0
152,152,105.63936453118909,133.43395301367806,10.0,0.0,0.0,0.0
153,153,122.42154781998957,129.86603915160526,10.0,0.0,0.0,0.0
154,154,96.3234455900421,132.96964279996075,10.0,0.0,0.0,0.0
155,155,95.29116068755997,100.05939922183842,10.0,0.0,0.0,0.0
156,156,81.938442720622,84.15603140171464,10.0,0.0,0.0,0.0
157,157,128.98509843745626,84.72013284037152,10.0,0.0,0.0,0.0
158,158,76.68243044074181,139.7025062561524,10.0,0.0,0.0,0.0
159,159,146.473825384108,113.40961996733157,10.0,0.0,0.0,0.0
160,160,63.454460255866366,121.7955250415813,10.0,0.0,0.0,0.0
161,161,80.68094132963728,116.79321829918638,10.0,0.0,0.0,0.0
162,162,119.96039157296242,70.1860291465179,10.0,0.0,0.0,0.0
163,163,111.69561350106535,147.91433418668726,10.0,0.0,0.0,0.0
